"gender","age","attitude","deep","stra","surf","points"
"F",22,33,0.992114342040414,0.32155310975142,1.04452054794521,18
"M",24,35,0.698989650073928,0.226548781870319,1.13405088062622,25
"F",19,32,1.12740266140956,0.36540126108116,0.895303326810176,24
"F",20,31,0.879374075899458,0.285012983643304,1.37279843444227,23
"F",20,28,1.17249876786594,0.380017311524406,0.805772994129158,23
"F",17,17,1.05975850172499,0.34347718541629,1.22358121330724,26
"M",19,19,0.721537703302119,0.233856807091942,1.34295499021526,12
"F",20,35,0.834277969443075,0.270396933200058,1.07436399217221,32
"F",20,24,1.01466239526861,0.328861134973044,0.925146771037182,22
"F",20,21,1.12740266140956,0.36540126108116,1.19373776908023,20
"F",20,29,1.12740266140956,0.36540126108116,1.0146771037182,21
"F",19,19,0.879374075899458,0.285012983643304,1.07436399217221,23
"F",19,20,1.10485460818137,0.358093235859536,1.0146771037182,20
"F",22,42,0.789181862986693,0.255780882756812,1.13405088062622,28
"M",35,41,1.0372104484968,0.336169160194667,0.984833659491194,31
"F",18,37,0.856826022671267,0.277704958421681,1.22358121330724,18
"F",19,36,0.92447018235584,0.299629034086551,1.07436399217221,30
"M",21,18,1.10485460818137,0.358093235859536,0.954990215264188,19
